company,stand,overview,address,website,detail_url
CORNERSTONE,C30,"Cornerstone permet aux organisations et à leurs collaborateurs de développer leur potentiel pour prospérer dans un monde en constante évolution. Cornerstone Galaxy, la plateforme complète d'agilité des effectifs basée sur l'IA, s'adapte aux besoins des organisations. Grâce à Galaxy, les organisations peuvent identifier les lacunes en compétences et les opportunités de développement, fidéliser et mobiliser les meilleurs talents, et proposer des expériences d'apprentissage multimodales répondant aux besoins variés des travailleurs d'aujourd'hui. Plus de 7 000 organisations et 140 millions d'utilisateurs dans 186 pays utilisent Cornerstone Galaxy pour bâtir dès aujourd'hui des organisations et des équipes performantes et prêtes pour l'avenir. Visitez : www.cornerstoneondemand.com.
Suivez-nous sur Twitter @CornerstoneInc et Instagram @CornerstoneOnDemand, aimez notre page Facebook facebook.com/CSODcommunity et consultez notre blog : https://www.cornerstoneondemand.com/resources/.","40-42 RUE DE LA BOETIE, 6TH FLOOR
PARIS
PARIS
75008
France",http://www.cornerstoneondemand.com,https://www.learningtechnologiesfrance.com/exposants/cornerstone
CRAFTSTORY,H80,CraftStory is an AI video company that generates human-centric videos for storytelling,"5201 Great America Parkway, Ste 320
Santa Clara
CA
95054
United States",http://www.itseez3d.com,https://www.learningtechnologiesfrance.com/exposants/craftstory
CROSSKNOWLEDGE,B55,"Donnez vie à votre stratégie d'apprentissage
Développez les compétences de vos collaborateurs à grande échelle, en les adaptant à leur parcours professionnel.
Déployez des stratégies de perfectionnement primées pour accompagner la croissance de vos employés dès leur arrivée dans l'entreprise. Favorisez leur développement et faites d'eux des individus performants qui accéderont à des postes de direction expérimentés.
Les solutions de perfectionnement de CrossKnowledge aident les clients à atteindre des objectifs d'apprentissage conformes aux attentes des parties prenantes.
CrossKnowledge combine des contenus de qualité, issus d'auteurs reconnus, d'experts en facilitation et de services spécialisés, au sein de capacités d'apprentissage mixte étendues, soutenues par une technologie d'apprentissage éprouvée.
CrossKnowledge, votre partenaire pour le perfectionnement de vos compétences.","2, rue des martinets
Rueil-Malmaison
HAUTS-DE-SEINE
92500
France",http://www.crossknowledge.com,https://www.learningtechnologiesfrance.com/exposants/crossknowledge
DAWAN,E114,"Nouvelles
Créé en 2000 à Nantes,
Dawan est un organisme de
formation expert en informatique et bureautique
. Avec un catalogue de plus de 2
000 formations, Dawan s’engage à transmettre à chacun « l’envie
d’apprendre, de comprendre, de progresser et de partager ».
Fort d’une croissance constante, Dawan est devenu au
fil du temps l’un des acteurs incontournables de la formation informatique.
Avec ses 11 centres en France, Dawan est ainsi implanté sur l’ensemble du
territoire afin d’être toujours au plus proche de vous.
Certifié Qualiopi, Dawan place la satisfaction de ses
stagiaires au cœur de ses valeurs avec :
Des
formateurs experts dans leur domaine ;
Des outils
informatiques performants ;
Un accueil
chaleureux et bienveillant propice aux échanges.
Que ce soit en présentiel ou à distance, Dawan
s’applique à cerner les besoins de ses stagiaires pour proposer une formation
qui réponde parfaitement aux attentes de chacun.","30 BD VINCENT GACHE
NANTES
LOIRE-ATLANTIQUE
44200
France",http://www.dawan.fr,https://www.learningtechnologiesfrance.com/exposants/dawan-1
DEC,F101,"DEC développe des
solutions pédagogiques immersives et des applications logicielles en réalité virtuelle (VR)
dédiées à la
formation professionnelle et technique
. Nous rendons la formation plus concrète et engageante grâce à des environnements virtuels interactifs, fidèles aux situations du terrain. Nos
expériences pédagogiques sur mesure
permettent d’acquérir les bons réflexes en toute sécurité, dans des
contextes variés
: prévention des risques, habilitation électrique, maintenance sur véhicule électrique, secourisme, maintenance industrielle, fibre optique, services à la personne...
Les applications DEC sont
compatibles casques autonomes
(Meta Quest, Pico) et accessibles via notre
plateforme E-space DEC
, qui centralise le catalogue d’applications, le suivi des apprenants et les mises à jour.
Chaque module est
scénarisé pédagogiquement
et intègre des variables didactiques pour
adapter l’entraînement
au niveau de l’apprenant, aux objectifs de formation et aux référentiels métiers. Des
rapports d’activité
détaillés (progression, temps passé, essais/réussites) sont générés pour optimiser l’accompagnement entre formateur et apprenant.
En combinant innovation technologique et expertise pédagogique, DEC s’impose comme un acteur de référence dans la conception de solutions de formation immersive au service des compétences de demain.","ZAC DU MONNE
3 RUE DU CHAMP DU VERGER
ALLONNES
SARTHE
72700
France",https://www.decgroupe.com/,https://www.learningtechnologiesfrance.com/exposants/dec
DEEL,F70,"Deel est la plateforme de paie et de ressources humaines tout-en-un pour les équipes internationales. Conçue pour répondre à la façon dont le monde travaille aujourd'hui, Deel combine le SIRH, la paie, la conformité, les avantages sociaux, la performance, la gestion de l'équipement des actifs informatiques en une seule plateforme transparente. Avec des outils alimentés par l'IA et une infrastructure de paie propriétaire, Deel prend en charge chaque type de travailleur dans plus de 150 pays - aidant les entreprises à évoluer plus intelligemment, plus rapidement et de manière plus conforme.","425 1ST STREET, UNIT 1502,
SAN FRANCISCO
San Francisco
CA 94105
United States",http://www.op-de-deel.de,https://www.learningtechnologiesfrance.com/exposants/deel
DIDASK,H85,"Nouvelles
Apprenez mieux, en moins de temps.
Didask est une solution e-learning fondée sur les sciences cognitives. Elle aide les entreprises à concevoir des formations vraiment efficaces.
Grâce à sa plateforme auteur intuitive et à sa méthode scientifique, Didask permet de créer rapidement des modules courts, clairs et engageants, qui favorisent un apprentissage actif et durable. L’expérience apprenant est fluide et motivante :
chaque parcours s’adapte aux besoins de chacun
, pour un apprentissage plus efficace et plaisant.
Didask a également développé
la première IA pédagogique
, conçue pour accompagner les concepteurs dans la création de contenus à haute valeur ajoutée. En analysant la structure et la cohérence des activités, cette IA garantit la qualité pédagogique tout en réduisant considérablement le temps de conception.
Adoptée par de grandes entreprises, institutions et organismes publics (Orange, Axa, SNCF, ADEME, Ministère de l’Éducation nationale, etc.), Didask rend la l'apprentissage accessible à tous.","60 B RUE SADI CARNOT
BAGNOLET
SEINE-SAINT-DENIS
93170
France",http://www.didask.com/,https://www.learningtechnologiesfrance.com/exposants/didask
DIGIFORMA,N61,Digiforma,"14 RUE DES BALANÇOIRES
LYON
PARIS
69007
France",https://www.digiforma.com/,https://www.learningtechnologiesfrance.com/exposants/digiforma
DIGITAL AND HUMAN,L86,"Pionnier de la réalité virtuelle et de l'IA conversationnelle, Digital and Human révolutionne depuis 2015 les formations à la prise de parole en public et aux compétences comportementales et managériales.
Organisme de formation certifié ""Qualiopi"", Digital and Human a développé PAROLIA, une gamme de logiciels de simulation dans le domaine des ""softskills"" basés sur l’intelligence artificielle.
Notre objectif : permettre de former et de s'entraîner de manière simple, ludique, impactante et immersive à travers des mises en situation de prise de parole réalistes.
Aujourd'hui, fort d'une 10ène de salariés et d'un large réseau d'experts, Digital and Human intervient avec PAROLIA sur des domaines très variés :
Communication, Management, RH, Vente, Gestion des émotions, Insertion professionnelle, etc.
Associant humain, expérience immersive et IA, nos solutions pédagogiques permettent de développer plus efficacement les compétences comportementales en favorisant l'ancrage des savoir-être et l'adoption de nouveaux réflexes.
PAROLIA Web : Solution en ligne d'entraînement conversationnel basée sur l'IA avec rapport d'analyse, suivi de sa montée en compétence et validation des acquis.
PAROLIA VR : Solution en Réalité Virtuelle permettant de vivre en immersion une situation de prise de parole et d'obtenir une analyse statistique sur le fond et la forme du discours.","9ter rue Auguste Barbier
PARIS
75011
France",https://www.digitalandhuman.fr,https://www.learningtechnologiesfrance.com/exposants/digital-and-human
ARTICULATE / DISTRISOFT,D60,"Nouvelles
Conseils, expertise, logiciels et services innovants pour l'ensemble de la chaîne du Digital Learning.","Le Mayenne
5 RUE PAPIAU DE LA VERRIE
ANGERS
MAINE-ET-LOIRE
49000
France",http://www.distrisoft.io,https://www.learningtechnologiesfrance.com/exposants/distrisoft-group
DOCEBO,F45,"Produits
Nouvelles
Docebo redéfinit la manière dont les entreprises exploitent la technologie pour créer et gérer du contenu, dispenser des formations et comprendre l’impact de leurs expériences d’apprentissage sur leur activité. Grâce à la suite de solutions d’apprentissage multi-produits de Docebo, des entreprises du monde entier sont prêtes à relever tous les défis de la formation et à cultiver une culture de l’apprentissage performante au sein de leurs organisations.","109 RUE MONTMARTRE
PARIS
PARIS
75002
France",https://www.docebo.com/,https://www.learningtechnologiesfrance.com/exposants/docebo
DOKEOS,B50,"Nouvelles
Dokeos
est une plateforme LMS intuitive, complète et conforme, conçue pour faciliter la vie des formateurs et des apprenants. Fondée en 2004, notre plateforme e-learning accompagne aujourd’hui plus de
600 entreprises et organismes de formation
ainsi que plus de
2 millions d’apprenants
.
Dokeos place la
facilité
au cœur de son approche : une interface intuitive pour les formateurs, un déploiement rapide accompagné par des experts, et une forte capacité d’intégration avec les outils de l’écosystème RH et métiers (SIRH, TMS, ERP, outils de gestion des talents, signature électronique). Ces interconnexions permettent de centraliser les données, de simplifier la gestion des parcours de formation et d’améliorer l’expérience utilisateur. La plateforme garantit
traçabilité, auditabilité et conformité réglementaire
, avec des données fiables et facilement exploitables.
Facile à utiliser, à déployer, à intégrer et à piloter grâce à des reportings clairs, personnalisables et automatisés, Dokeos est aussi une plateforme
facile à adopter et à aimer
, portée par une équipe réactive et proche de ses clients. Fidèle à son approche pragmatique et orientée terrain, Dokeos réserve une
surprise
aux visiteurs du salon Learning Technologies.
Vous êtes prêts ?","264 rue Provinciale
Bierges
1301
Belgium",http://www.dokeos.com,https://www.learningtechnologiesfrance.com/exposants/dokeos
D'UN SEUL GESTE,Q60,"Adresse
41 RUE DELIZY, BAT B
PANTIN
SEINE-SAINT-DENIS
93500
France
Site Internet
https://www.dunseulgeste.fr/
Contactez-nous
Nom de famille *","41 RUE DELIZY, BAT B
PANTIN
SEINE-SAINT-DENIS
93500
France",https://www.dunseulgeste.fr/,https://www.learningtechnologiesfrance.com/exposants/dun-seul-geste
E-CHARLEMAGNE,N81,"Depuis 2001, E-Charlemagne développe des technologies au service de l’éducation, de la connaissance et du capital humain Spécialiste dans les technologies pour la formation, l’éducation et les ressources humaines :
- ERP de gestion de la formation : KONOSYS pour tous types d’établissements de formation (formation initiale, supérieure, professionnelle et continue)
- Services de création et d’intégration de elearning ( Outils de création de contenus, Contenus de formation à distance, plateforme elearning)
- Gamme basée sur l’Intelligence artificielle : K2R2 pour le monde de l’éducation, et de la formation et RH
Solutions disponible en plus de 36 langues
Présents en Europe, Afrique et en Chine","8 Rue de la Pépinière, Solagnat
Orcines
PUY-DE-DOME
63870
France",https://www.e-charlemagne.com,https://www.learningtechnologiesfrance.com/exposants/e-charlemagne
E-LEARNING TOUCH',H95,"Nouvelles
E-learning Touch' se positionne comme le partenaire de référence de la transformation digitale des formations et est implanté sur le territoire depuis près de 15 ans. L'entreprise accompagne les entreprises et les centres de formation dans la digitalisation de leurs formations.
L'activité d'E-learning Touch' repose sur 2 pôles :
Le pôle LMS s’appuie sur les solutions Moodle, Moodle Workplace et Totara pour proposer des plateformes adaptées aux besoins de chaque projet. Composé d’une vingtaine de collaborateurs il assure les hébergements, déploie les plateformes, garantit un support réactif grâce à une équipe de référents d’excellence et initie l’innovation R&D et IA.
Le pôle d’innovation pédagogique regroupe un studio de création de ressources pédagogiques, une offre de conseils et formations et l'appui au choix d'équipements logiciels.
Du conseil à l'opérationnel, les équipes expérimentées d'E-learning Touch' sont à votre écoute pour construire, ensemble, des dispositifs innovants, performants et efficaces.","50 RUE ANTOINE DE SAINT-EXUPERY
GUIPAVAS
FINISTERE
29490
France",http://www.elearningtouch.com,https://www.learningtechnologiesfrance.com/exposants/e-learning-touch
E-TIPI LEARNING,F65,"Produits
Nouvelles
Des solutions innovantes qui développent les talents et
mobilisent les leaders pour transformer votre organisation
Chez E-TIPI, nous sommes convaincus que la performance
collective repose sur deux piliers essentiels :
former les talents
et
inspirer
les leaders
.
Notre mission : proposer des solutions souveraines, complètes et interopérables pour accélérer à la fois la montée en compétences et l’engagement managérial.
E-TIPI LEARNING : une expérience de formation vivante et
à impact
Bien plus qu’une plateforme LMS/LXP classique, E-TIPI
LEARNING intègre tous les formats — digital, présentiel, distanciel — et place
les compétences au cœur de votre stratégie RH.
Grâce à l’IA générative et à l’Adaptive Learning, vous créez des parcours
contextualisés et engageants en quelques minutes, tout en pilotant l’impact
avec précision.
Ouverte (SCORM, xAPI, SSO, …), flexible et multi-portails, la solution s’adapte
à toutes les organisations.
E-TIPI LEADERS : fédérer et inspirer vos managers
E-TIPI LEADERS renforce le rôle stratégique du manager grâce
à un ensemble d’expériences : interviews, masterclass, contenus contextualisés,
lives, replays, espaces d’échanges… Un dispositif pensé pour mobiliser vos
communautés et accompagner vos transformations.
👉
Des solutions conçues pour faire de la formation et du leadership les moteurs de votre performance
collective.
📍
Stand F65 – Learning
Technologies Paris 2026
🔗
www.e-tipi.com","15 RUE DE L’ARRIVÉE
ENGHIEN LES BAINS
VAL D'OISE
95880
France",https://www.e-tipi.com/,https://www.learningtechnologiesfrance.com/exposants/e-tipi-learning
EDFLEX,C80,"Nouvelles
Edflex est une solution SaaS spécialisée dans la curation et l’agrégation de contenus de formation. Nous connectons les organisations avec les meilleures ressources disponibles (cours en ligne et interactifs, tutos, vidéos, podcasts, articles, webinaires, ebooks...) en combinant la force et l’expertise d’éditeurs spécialisés et la richesse de l’open source. En couvrant 300 thématiques de formation, 25 formats et 3 niveaux différents, nous répondons à 100% des besoins : de l'acculturation à la spécialisation. C’est pourquoi aujourd'hui, plus de 300 entreprises (Orange, Generali, AXA, Safran…) nous font confiance pour former leurs collaborateurs au quotidien et faire face à l’évolution rapide des compétences.","4 RUE JULES LEFEBVRE
PARIS
PARIS
75009
France",http://www.edflex.com,https://www.learningtechnologiesfrance.com/exposants/edflex
EDKO,H110,"Transformez chaque formation en succès mesurable
Chez
Edko
, nous aidons les organismes de formation à faire de la qualité un véritable levier de performance.
Nous mettons en place
des systèmes de management de la qualité sur mesure
, adaptés à vos enjeux, vos processus et à l'ensemble de vos parties prenantes.
Notre objectif :
vous permettre de
piloter la qualité, mesurer l’impact réel de vos formations
et valoriser vos résultats avec des données concrètes.
Grâce à la plateforme Edko, automatisez l’ensemble de votre cycle : conception des questionnaires, collecte des retours, analyse en temps réel et suivi des plans d’action.
Tout est harmonisé et fluide pour que chaque formation devienne une opportunité d’amélioration mesurable.
Edko
, c’est plus qu’un outil : c’est un partenaire engagé à vos côtés pour faire de l’excellence pédagogique votre marque de fabrique.","33 BOULEVARD DES BATIGNOLLES
PARIS
PARIS
75008
France",https://www.edko.io/,https://www.learningtechnologiesfrance.com/exposants/edko
EDTAKE,E75,"Nouvelles
edtake
allie
intelligence artificielle et expertise humaine
pour transformer la conception et la production de formations digitales.
Notre objectif : permettre aux équipes formation de créer des modules complets rapidement, tout en garantissant la qualité pédagogique et l’impact réel sur les apprenants.
Au cœur de notre solution se trouve
notre copilote IA
, capable d’analyser automatiquement les documents internes (PDF, PPT, référentiels…), d’extraire les savoirs clés, de générer des objectifs pédagogiques et des séquences cohérentes, et de produire des contenus multimédias interactifs (textes, vidéos, podcasts, avatars IA, activités pratiques). Adapté aux experts métiers sans compétences pédagogiques, il permet de créer des formations de haute qualité en quelques clics et de mettre à jour les programmes en continu.
Nous accompagnons aujourd’hui
152 clients
dans des secteurs variés : entreprises privées (Assystem, STMicroelectronics, Bureau Veritas, Messer), enseignement supérieur (EM Normandie, Université Gustave Eiffel) et organismes de formation (UIMM Lorraine, Aptilink).
En 1 an, plus de
41 000 ressources pédagogiques
ont été créées, soit
16 modules par heure
, avec une
réduction de 66 % du temps de création
constatée par nos clients.
Et l’histoire continue. En 2026, à l’occasion du Learning Technologies France, nous dévoilerons
une nouvelle solution
offrant une
expérience d’apprentissage personnalisée et plus engageante pour chaque apprenant
. Une innovation inédite, présentée en exclusivité dès le
28 janvier 2026.","edtake
29 AVENUE DE LA GRANDE ARMEE
PARIS
HAUTE-GARONNE
75116
France",http://www.edtake.com,https://www.learningtechnologiesfrance.com/exposants/edtake
EDTECH FRANCE,H103,"Les startups françaises qui mettent les technologies au service de l’éducation, avec +450 membres et partenaires","4 RUE DE BRAQUE
PARIS
PARIS
75003
France",http://www.edtechfrance.fr,https://www.learningtechnologiesfrance.com/exposants/edtech-france
EDTECH STATION WALLONIA,F100,"EdTech Station Wallonia
est un hub dédié à l’innovation en éducation et formation, reliant acteurs belges et français pour accélérer les projets EdTech, favoriser les collaborations et stimuler l’apprentissage de demain. En tant que catalyseur d’initiatives et d’opportunités, EdTech Station Wallonia soutient l’émergence de solutions pédagogiques nouvelles, encourage le partage de connaissances et facilite les connexions entre startups, entreprises, écoles, institutions et formateurs.
Lors du festival, trois membres seront présents pour animer l’Innovation EdTech Village et mettre en lumière la diversité et la richesse de l’écosystème :
Altheria
- solution spécialisée en réalités immersives VR/AR pour l’éducation et la formation - apportera son expertise technologique et ses expériences interactives.
Face Up
plateforme d’orientation et engagement des jeunes - présentera ses solutions pour accompagner les élèves dans leur parcours et favoriser leur épanouissement.
Teo Training
- formation et coaching pour le développement professionnel - partagera ses outils et méthodes pour renforcer les compétences humaines et managériales.
Ensemble, ces acteurs illustrent la dynamique collaborative d’EdTech Station Wallonia, au service d’une éducation plus innovante, inclusive et impactante.","Avenue de Maire 44
Tournai
Hainaut
7500
Belgium",https://edtechstationwallonia.be/,https://www.learningtechnologiesfrance.com/exposants/edtech-station-wallonia
EDUNAO,C85,"Depuis plus de dix ans, Edunao accompagne les organisations qui souhaitent faire du digital un levier d’apprentissage et de performance. Partenaire Premium de Moodle, nous avons déployé plus de 2 000 plateformes dans plus de 20 pays, au service de plus de 3 millions d’utilisateurs.
Notre mission : rendre l’éducation et la formation plus accessible","29 AVENUE DES CHAMPS ELYSEES
PARIS
PARIS
75008
France",http://www.edunao.com,https://www.learningtechnologiesfrance.com/exposants/edunao
EDUSIGN,D96,"Edusign
simplifie la gestion de la présence, des justificatifs et de l'analytique. Conçu pour les directions formation, RH et académies d’entreprise, l’outil s’intègre à tout LMS/LCMS pour fluidifier les processus et renforcer la gestion des apprenants. L’automatisation, l’analyse de données et l’intelligence artificielle transforment les tâches administratives en leviers pédagogiques mesurables.
Sur le salon
Learning Technologies
, découvrez comment Edusign contribue à rendre chaque parcours de formation plus simple, plus fiable et plus impactant.","1 RUE DU PRIEURE
SAINT GERMAIN EN LAYE
YVELINES
78100
France",http://www.edusign.com,https://www.learningtechnologiesfrance.com/exposants/edusign
EDZO,F116,"Edzo Training IA
est la plateforme de formation nouvelle génération qui transforme vos équipes en experts terrain grâce à l’IA générative.
Conçue pour les directions L&D, RH et commerciales, Edzo permet de créer des
parcours immersifs
et des
simulations conversationnelles
ultra-réalistes en quelques minutes, sans compétences techniques.
Notre technologie d’avatars IA reproduit vos situations métier (vente, relation client, management, conformité, sécurité…) et offre à chaque collaborateur un entraînement personnalisé, disponible 24/7.
Les apprenants s’exercent, se trompent, progressent et reçoivent un
feedback instantané
, basé sur l’analyse du langage naturel, les bonnes pratiques et vos référentiels internes.
Edzo centralise également la
création de contenus pédagogiques
, génère automatiquement des
supports de formation
, analyse les performances et suit les compétences dans le temps grâce à des tableaux de bord intuitifs.
Adoptée par de grands groupes (banque, assurance, retail, services), Edzo permet de
réduire les coûts de formation
, d’industrialiser le coaching terrain et d’augmenter l’efficacité opérationnelle.
Avec Edzo Training IA, vous offrez à vos équipes
la formation la plus performante, personnalisée et engageante jamais conçue
.","4 ALL DES CHENES
LOUVECIENNES
YVELINES
78430
France",http://www.edzo.ai,https://www.learningtechnologiesfrance.com/exposants/edzo
"ELAO, TEST DE LANGUE",M86,"Nouvelles
LearnStudio, forte de plus de 30 ans d’expérience, est spécialisée dans l’innovation pédagogique pour l’évaluation des compétences linguistiques.
Sa plateforme
ELAO
propose des tests adaptatifs en ligne, fiables et rapides, basés sur le CECRL, permettant une évaluation précise des compétences des étudiants, tout en optimisant le temps de passation.
Les résultats sont instantanés et exploitables pour organiser des groupes de niveau ou orienter les parcours.
ELAO
inclut également une fonctionnalité unique d’évaluation de l’oral, mesurant la prononciation et la fluidité.
En complément, LearnStudio propose
Leapsy
, un outil de développement continu des compétences orales.
Nos solutions sont conçues pour répondre aux besoins des secteurs académiques, privés (RH) et des centres de formation, offrant des outils fiables et faciles à intégrer.","PARC ARTISANAL
11-13 COMPLEXE ARROBAS
BLEGNY
4671
Belgium",http://www.elao-test.com,https://www.learningtechnologiesfrance.com/exposants/elao
ELEPHORM,J101,"Pionnier français du e-learning depuis 2005,
Elephorm
conçoit et produit des formations vidéo professionnelles alliant excellence pédagogique et qualité audiovisuelle. Filiale du groupe
Studi
, leader européen du digital learning (Groupe Galileo Global Education), Elephorm propose plus de
50 000 modules
de formation couvrant la bureautique, la création numérique, la programmation, la CAO, le management et le développement personnel.
Réalisés dans nos
studios internes
, nos contenus sont conçus par des
formateurs certifiés
et validés par nos ingénieurs pédagogiques pour garantir un apprentissage efficace et engageant.
Accessibles sur notre plateforme en ligne ou intégrables dans tout
LMS du marché (SCORM, LTI, cmi5)
, nos formations répondent aux exigences des entreprises, institutions et organismes de formation.
Avec plus de
2 500 clients
– dont le Ministère des Armées, Vinci Construction ou France Télévisions – Elephorm accompagne la montée en compétences de milliers d’apprenants chaque jour.
En 2025, Elephorm enrichit son catalogue avec de nouveaux
parcours IA
dédiés à la créativité et à la production multimédia augmentée.","3 ALLEE DES INTERNAUTES
SOISSONS
AISNE
02200
France",http://www.elephorm.com,https://www.learningtechnologiesfrance.com/exposants/elephorm
EN-JEUX D'ENTREPRISE,F114,"Besoin d'un jeu pour ""détendre l'atmosphère"" ? Faudra aller voir ailleurs…
Chez
En-Jeux d’Entreprise
,
le jeu est
un catalyseur de potentiel
. Il met vos équipes face à leurs décisions, leurs angles morts et leurs habitudes paresseuses. Pas de théâtre. Pas de badges ou de trophées de participation. Uniquement
des serious games conçus pour produire des
changements percutants et mesurables
.
Nous travaillons avec des organisations prêtes à questionner leurs pratiques sur des sujets comme la vente, le management, la performance, la transformation, la sécurité, la technologie ou l’onboarding.
Chaque jeu est conçu sur mesure, avec vos équipes, et orienté résultats terrain.
Chez nous, le jeu n'est pas un bonbon, c'est une réponse concrète à vos défis !","1 Place de l'Église
Urt
64240
France",https://en-jeuxdentreprise.fr/,https://www.learningtechnologiesfrance.com/exposants/en-jeux-dentreprise
ENI,F85,"Nouvelles
Vous avez un
besoin de formation ? Nous avons des solutions !
Le Groupe ENI
est l’expert de la formation à l’informatique ! Créateur de contenus
depuis plus de 40 ans, nous proposons des solutions de formation sur tous les
domaines de l’IT, de la bureautique, du web et de la PAO via nos contenus
(livres, e-formations…) créés par nos experts, nos auteurs et notre centres de
formations pour les professionnels. Alliant théorie et pratique, nos contenus
pédagogiques sont conçus par des professionnels aguerris et suivent une pédagogie éprouvée combinant théorie et pratique et régulièrement
mis à jour pour répondre aux attentes de nos apprenants.
ENI
elearning, la plus grande plateforme de contenus pour les professionnels de
l’informatique !
Riche de de
plusieurs milliers de ressources (e-formations, livres, articles, vidéos,
certifications…), la plateforme ENI elearning s’appuie sur toute l’expertise du
groupe ENI (école, centre de formation, maison d’éditions de livres) pour proposer
des outils de formation de
qualité, disponibles 24h/24 et en plusieurs langues selon les formats
(français, anglais, espagnol, allemand et néerlandais).
La Bibliothèque
Numérique
:
IT et/ou
Bureautique, Web et PAO selon les formules, la Bibliothèque Numérique donne
accès aux apprenants à tous les livres et vidéos édités par les Editions ENI
mais aussi à des articles d’experts autour de l’actualité et aux replays des
webinaires du groupe ENI.
Les e-formations
:
IA,
cybersécurité, data, systèmes et réseaux, langages… Ces e-formations font
monter les apprenants en compétences sur des sujets techniques en couplant les
apprentissages théoriques à des quiz, des travaux pratiques à télécharger mais
aussi des modules interactifs pour pratiquer directement dans les logiciels
sans besoin d’installation.
MEDIAplus, solution unique de formation à la bureautique
:
d
édié à la suite Microsoft Office, MEDIAplus est un outil qui propose une approche active de l’apprenant. Après un test de positionnement, un programme personnalisé est attribué avec des objectifs. Un reporting détaillé permet le suivi et la relance de vos étudiants.
Les certifications
:
Excel, Word,
Linux, Windows… nos certifications s’inscrivent dans la continuité pédagogique
ENI en permettant la validation des compétences acquises durant les parcours de
formation. Certaines de nos certifications sont reconnues par France
Compétences, elles disposent ainsi d’un code RS pour le financement CPF.
ENI Service,
spécialiste des formations professionnalisantes !
ENI Service
est spécialisé dans les formations courtes (de 1 à 5 jours) qui permettent de
renforcer les compétences en IT, Office et PAO.
Sa
spécificité réside dans une approche pratique, parfaitement alignée sur les
besoins réels des entreprises et des éditeurs. Il s’engage à offrir des
formations immédiatement applicables sur le terrain, animées par des formateurs
experts dans leurs domaines respectifs.
Il propose
également des formations sur mesure pour répondre aux besoins spécifiques de
chaque entreprise.
ENI Service
garantit une formation de qualité, pertinente et adaptée à chaque demande.
C’est le partenaire idéal pour propulser une carrière ou améliorer la
performance d’un collaborateur.","2 A RUE BENJAMIN FRANKLIN
SAINT-HERBLAIN
44812
France",https://www.eni-elearning.com/fr/,https://www.learningtechnologiesfrance.com/exposants/eni-1
ENOVATION,E52,"Nouvelles
Façonnez l’avenir de vos formations
Une expertise LMS Open Source à votre mesure
Chez Enovation, nous conjuguons deux décennies d’excellence technique et de savoir-faire en conseil pour concevoir des environnements d’apprentissage à la fois sécurisés, évolutifs et personnalisés, sur les principales plateformes Open Source telles que Moodle et Totara.
En tant que partenaires certifiés Moodle et Totara, Enovation apporte une expertise pointue et une expérience reconnue à chaque projet.
Bien plus qu’un LMS...
Mais pour nous, le LMS n’est qu’un point de départ. Nous concevons des écosystèmes digitaux d’apprentissage complets, centrés sur :
une expérience utilisateur intuitive,
un design inclusif et accessible,
l’intégration réfléchie de technologies émergentes telles que l’IA.
`
...un véritable partenaire dans votre stratégie de formation
Que vous cherchiez à transformer vos pratiques de formation, à élargir l’accès au savoir ou à bâtir des communautés dynamiques, notre équipe d’experts réalise plus qu’une plateforme LMS et vous accompagne à chaque étape, de la définition de la stratégie à la réalisation de vos objectifs.
Partenaire Premium Moodle de l'année 2025– EMEA
Nous avons été reconnu Partenaire Premium Moodle 2025– EMEA lors des
Moodle Certified Partner Awards 2025
. Cette distinction reflète la confiance de nos clients et l’implication constante de notre équipe.","6 RUE DE LA PASSERELLE
BORDEAUX
GIRONDE
33100
France",http://www.enovationsolutions.fr,https://www.learningtechnologiesfrance.com/exposants/enovation
TESTS D'ANGLAIS TOEIC,E50,"Nouvelles
ETS est une organisation à but non lucratif proposant des
solutions d’apprentissage innovantes et significatives pour développer les
opportunités en matière d’apprentissage et d’enseignement et d’élargir les
possibilités d’éducation. ETS Global B.V., filiale d’ETS, propose une large
gamme d’évaluations en langues comme les
tests TOEIC®
.
Leader de l'industrie depuis plus de 40 ans, le
programme TOEIC est la référence en matière d’évaluation des
compétences en langue anglaise utilisée dans un contexte
professionnel. Les tests TOEIC® sont utilisés par plus de
14 000 entreprises, organismes gouvernementaux et programmes
d’apprentissage dans plus de 160 pays dans le monde.","24 RUE CHAUCHAT
PARIS
PARIS
75009
France",http://www.etsglobal.org,https://www.learningtechnologiesfrance.com/exposants/ets
